court_lin_heu_01,behaviour,ID,type,redYN,date,trial,time_of_day,age_male,HC_model_ID,TLC_model_ID,position_HC,position_TLC,light_HC,light_TLC,temp,hum,observer,broods,HC_type,exp_line,males_inside,resp_other_males,pref_other_males
0,approach,A18_338,TLC,N,2018_07_25,1,31729,9,4,8,5,3,9644.5,55111.5,25.477,63.347,Sebas,Stock(48),NA,NA,24,41,0.292682926829268
1,approach,A18_338,TLC,N,2018_07_25,1,31762,9,4,8,5,3,9644.5,55111.5,25.477,63.347,Sebas,Stock(48),NA,NA,24,41,0.292682926829268
0,approach,A18_311,HCx(TLCxHC),Y,2018_07_25,1,31793,12,4,8,5,3,10333.4,55111.5,25.477,63.347,Sebas,C18_008,NA,line1,24,63,0.253968253968254
1,approach,A18_253,HCxTLC,Y,2018_07_25,1,31834,39,4,8,5,3,8611.2,37200.2,25.477,63.347,Sebas,C18_004,NA,NA,24,42,0.214285714285714
0,approach,A18_338,TLC,N,2018_07_25,1,31908,9,4,8,5,3,8266.7,28933.5,25.477,63.347,Sebas,Stock(48),NA,NA,24,41,0.292682926829268
0,sitting,A18_310,HCx(TLCxHC),Y,2018_07_25,1,31961,12,4,8,5,3,23422.4,38578,25.477,63.347,Sebas,C18_008,NA,line1,24,64,0.25
0,approach,A18_338,TLC,N,2018_07_25,1,32019,9,4,8,5,3,37200.2,22044.6,25.477,63.347,Sebas,Stock(48),NA,NA,24,41,0.292682926829268
1,court_init,A18_338,TLC,N,2018_07_25,1,32078,9,4,8,5,3,27555.7,13089,25.477,63.347,Sebas,Stock(48),NA,NA,24,41,0.292682926829268
1,approach,A18_291,TLCx(TLCxHC),Y,2018_07_25,1,32151,17,4,8,5,3,10677.8,10677.8,25.477,63.347,Sebas,C18_007,NA,line1,24,54,0.240740740740741
0,approach,A18_311,HCx(TLCxHC),Y,2018_07_25,1,32163,12,4,8,5,3,11022.3,10677.8,25.477,63.347,Sebas,C18_008,NA,line1,24,63,0.253968253968254
0,approach,A18_338,TLC,N,2018_07_25,1,32193,9,4,8,5,3,10677.8,10677.8,25.477,63.347,Sebas,Stock(48),NA,NA,24,41,0.292682926829268
1,approach,A18_338,TLC,N,2018_07_25,1,32229,9,4,8,5,3,11022.3,10677.8,25.477,63.347,Sebas,Stock(48),NA,NA,24,41,0.292682926829268
0,approach,A18_338,TLC,N,2018_07_25,1,32270,9,4,8,5,3,10677.8,10333.4,25.477,63.347,Sebas,Stock(48),NA,NA,24,41,0.292682926829268
0,approach,A18_253,HCxTLC,Y,2018_07_25,1,32361,39,4,8,5,3,10333.4,13777.9,25.477,63.347,Sebas,C18_004,NA,NA,24,42,0.214285714285714
0,court_init,A18_338,TLC,N,2018_07_25,1,32395,9,4,8,5,3,10677.8,16533.4,25.477,63.347,Sebas,Stock(48),NA,NA,24,41,0.292682926829268
1,approach,A18_253,HCxTLC,Y,2018_07_25,1,32401,39,4,8,5,3,11022.3,16533.4,25.477,63.347,Sebas,C18_004,NA,NA,24,42,0.214285714285714
0,approach,A18_338,TLC,N,2018_07_25,1,32425,9,4,8,5,3,13777.9,16533.4,25.477,63.347,Sebas,Stock(48),NA,NA,24,41,0.292682926829268
1,approach,A18_253,HCxTLC,Y,2018_07_25,1,32447,39,4,8,5,3,20666.8,15155.7,25.477,63.347,Sebas,C18_004,NA,NA,24,42,0.214285714285714
0,approach,A18_338,TLC,N,2018_07_25,1,32455,9,4,8,5,3,23422.4,14466.8,25.477,63.347,Sebas,Stock(48),NA,NA,24,41,0.292682926829268
0,approach,A18_338,TLC,N,2018_07_25,1,32510,9,4,8,5,3,38578,14466.8,26.207,60.176,Sebas,Stock(48),NA,NA,24,41,0.292682926829268
0,approach,A18_304,TLCx(TLCxHC),N,2018_07_25,1,32512,14,4,8,5,3,39955.8,15155.7,26.207,60.176,Sebas,C18_007,NA,line1,24,63,0.238095238095238
1,approach,A18_304,TLCx(TLCxHC),N,2018_07_25,1,32513,14,4,8,5,3,41333.6,15155.7,26.207,60.176,Sebas,C18_007,NA,line1,24,63,0.238095238095238
0,approach,A18_338,TLC,N,2018_07_25,1,32520,9,4,8,5,3,46844.8,16533.4,26.207,60.176,Sebas,Stock(48),NA,NA,24,41,0.292682926829268
0,approach,A18_253,HCxTLC,Y,2018_07_25,1,32697,39,4,8,5,3,46844.8,17911.2,26.207,60.176,Sebas,C18_004,NA,NA,24,42,0.214285714285714
0,approach,A18_270,TLCxHC,Y,2018_07_25,1,32708,32,4,8,5,3,22044.6,9300.1,26.207,60.176,Sebas,C18_005,NA,NA,24,64,0.25
0,approach,A18_253,HCxTLC,Y,2018_07_25,1,32714,39,4,8,5,3,15844.5,7577.8,26.207,60.176,Sebas,C18_004,NA,NA,24,42,0.214285714285714
0,approach,A18_253,HCxTLC,Y,2018_07_25,2,33036,39,4,8,6,5,13089,13089,26.207,60.176,Sebas,C18_004,NA,NA,24,53,0.245283018867925
1,approach,A18_291,TLCx(TLCxHC),Y,2018_07_25,2,33133,17,4,8,6,5,71644.9,57867,26.207,60.176,Sebas,C18_007,NA,line1,24,54,0.240740740740741
1,approach,A18_220,TLCxHC,Y,2018_07_25,2,33151,42,4,8,6,5,71644.9,55111.5,26.207,60.176,Sebas,C18_002,NA,line1,24,52,0.230769230769231
0,approach,A18_253,HCxTLC,Y,2018_07_25,2,33159,39,4,8,6,5,71644.9,55111.5,26.207,60.176,Sebas,C18_004,NA,NA,24,53,0.245283018867925
0,sitting,A18_329,TLCx(TLCxHC),N,2018_07_25,2,33193,9,4,8,6,5,68889.3,49600.3,26.207,60.176,Sebas,C18_009,NA,line1,24,52,0.211538461538462
0,approach,A18_304,TLCx(TLCxHC),N,2018_07_25,2,33327,14,4,8,6,5,57867,19289,26.207,60.176,Sebas,C18_007,NA,line1,24,55,0.254545454545455
0,approach,A18_307,HCxTLC,Y,2018_07_25,2,33503,14,4,8,6,5,52355.9,44089.2,26.793,58.497,Sebas,C18_004,NA,NA,24,52,0.25
0,approach,A18_307,HCxTLC,Y,2018_07_25,2,33601,14,4,8,6,5,49600.3,38578,26.793,58.497,Sebas,C18_004,NA,NA,24,52,0.25
0,approach,A18_339,TLC,N,2018_07_25,2,33719,9,4,8,6,5,49600.3,57867,26.793,58.497,Sebas,Stock(40),NA,NA,24,48,0.270833333333333
0,approach,A18_312,HCx(TLCxHC),Y,2018_07_25,2,33777,12,4,8,6,5,44089.2,55111.5,26.793,58.497,Sebas,C18_008,NA,line1,24,52,0.269230769230769
0,approach,A18_312,HCx(TLCxHC),Y,2018_07_25,2,33914,12,4,8,6,5,38578,60622.6,26.793,58.497,Sebas,C18_008,NA,line1,24,52,0.269230769230769
0,approach,A18_312,HCx(TLCxHC),Y,2018_07_25,2,33922,12,4,8,6,5,34444.7,52355.9,26.793,58.497,Sebas,C18_008,NA,line1,24,52,0.269230769230769
0,approach,A18_291,TLCx(TLCxHC),Y,2018_07_25,2,33949,17,4,8,6,5,55111.5,85422.8,26.793,58.497,Sebas,C18_007,NA,line1,24,54,0.240740740740741
1,court_init,A18_300,TLCx(TLCxHC),N,2018_07_25,2,34007,14,4,8,6,5,39955.8,82667.2,26.793,58.497,Sebas,C18_007,NA,line1,24,54,0.222222222222222
1,approach,A18_253,HCxTLC,Y,2018_07_25,2,34013,39,4,8,6,5,34444.7,79911.6,26.793,58.497,Sebas,C18_004,NA,NA,24,53,0.245283018867925
0,approach,A18_309,TLCx(TLCxHC),Y,2018_07_25,2,34014,12,4,8,6,5,34444.7,79911.6,26.793,58.497,Sebas,C18_009,NA,line1,24,46,0.304347826086957
0,approach,A18_309,TLCx(TLCxHC),Y,2018_07_25,2,34063,12,4,8,6,5,22044.6,79911.6,26.793,58.497,Sebas,C18_009,NA,line1,24,46,0.304347826086957
1,approach,A18_170,HCxTLC,Y,2018_07_25,2,34105,80,4,8,6,5,15844.5,74400.5,26.793,58.497,Sebas,C18_004,NA,NA,24,51,0.254901960784314
1,court_init,A18_329,TLCx(TLCxHC),N,2018_07_25,2,34110,9,4,8,6,5,16533.4,77156.1,26.793,58.497,Sebas,C18_009,NA,line1,24,52,0.211538461538462
0,approach,A18_170,HCxTLC,Y,2018_07_25,2,34172,80,4,8,6,5,13777.9,85422.8,26.793,58.497,Sebas,C18_004,NA,NA,24,51,0.254901960784314
1,sitting,A18_326,TLCx(TLCxHC),N,2018_07_25,2,34179,9,4,8,6,5,13089,85422.8,26.793,58.497,Sebas,C18_007,NA,line1,24,53,0.226415094339623
0,approach,A18_309,TLCx(TLCxHC),Y,2018_07_25,2,34196,12,4,8,6,5,12400.1,82667.2,26.793,58.497,Sebas,C18_009,NA,line1,24,46,0.304347826086957
1,court_init,A18_326,TLCx(TLCxHC),N,2018_07_25,2,34280,9,4,8,6,5,10677.8,37200.2,26.793,58.497,Sebas,C18_007,NA,line1,24,53,0.226415094339623
0,approach,A18_307,HCxTLC,Y,2018_07_25,2,34313,14,4,8,6,5,10333.4,18600.1,27.481,55.496,Sebas,C18_004,NA,NA,24,52,0.25
0,approach,A18_309,TLCx(TLCxHC),Y,2018_07_25,2,34338,12,4,8,6,5,7233.4,12400.1,27.481,55.496,Sebas,C18_009,NA,line1,24,46,0.304347826086957
0,approach,A18_170,HCxTLC,Y,2018_07_25,2,34376,80,4,8,6,5,10677.8,11711.2,27.481,55.496,Sebas,C18_004,NA,NA,24,51,0.254901960784314
0,approach,A18_339,TLC,N,2018_07_25,2,34381,9,4,8,6,5,10333.4,11711.2,27.481,55.496,Sebas,Stock(40),NA,NA,24,48,0.270833333333333
0,approach,A18_170,HCxTLC,Y,2018_07_25,2,34396,80,4,8,6,5,10333.4,11022.3,27.481,55.496,Sebas,C18_004,NA,NA,24,51,0.254901960784314
0,sitting,A18_339,TLC,N,2018_07_25,2,34404,9,4,8,6,5,10333.4,11022.3,27.481,55.496,Sebas,Stock(40),NA,NA,24,48,0.270833333333333
1,approach,A18_307,HCxTLC,Y,2018_07_25,2,34417,14,4,8,6,5,10333.4,11711.2,27.481,55.496,Sebas,C18_004,NA,NA,24,52,0.25
0,court_init,A18_339,TLC,N,2018_07_25,2,34432,9,4,8,6,5,10333.4,11711.2,27.481,55.496,Sebas,Stock(40),NA,NA,24,48,0.270833333333333
1,approach,A18_220,TLCxHC,Y,2018_07_25,2,34549,42,4,8,6,5,12400.1,34444.7,27.481,55.496,Sebas,C18_002,NA,line1,24,52,0.230769230769231
0,approach,A18_309,TLCx(TLCxHC),Y,2018_07_25,2,34701,12,4,8,6,5,13089,82667.2,27.481,55.496,Sebas,C18_009,NA,line1,24,46,0.304347826086957
0,approach,A18_170,HCxTLC,Y,2018_07_25,2,34701,80,4,8,6,5,13089,82667.2,27.481,55.496,Sebas,C18_004,NA,NA,24,51,0.254901960784314
0,approach,A18_220,TLCxHC,Y,2018_07_25,2,34707,42,4,8,6,5,12400.1,82667.2,27.481,55.496,Sebas,C18_002,NA,line1,24,52,0.230769230769231
0,approach,A18_306,HCx(TLCxHC),Y,2018_07_25,2,34733,14,4,8,6,5,10677.8,82667.2,27.481,55.496,Sebas,C18_008,NA,line1,24,53,0.264150943396226
0,approach,A18_310,HCx(TLCxHC),Y,2018_07_25,2,34766,12,4,8,6,5,10333.4,82667.2,27.481,55.496,Sebas,C18_008,NA,line1,24,54,0.259259259259259
0,approach,A18_309,TLCx(TLCxHC),Y,2018_07_25,2,34792,12,4,8,6,5,10333.4,82667.2,27.481,55.496,Sebas,C18_009,NA,line1,24,46,0.304347826086957
0,court_init,A18_339,TLC,N,2018_07_25,2,34851,9,4,8,6,5,10333.4,82667.2,27.481,55.496,Sebas,Stock(40),NA,NA,24,48,0.270833333333333
0,approach,A18_309,TLCx(TLCxHC),Y,2018_07_25,2,34853,12,4,8,6,5,10333.4,82667.2,27.481,55.496,Sebas,C18_009,NA,line1,24,46,0.304347826086957
0,approach,A18_309,TLCx(TLCxHC),Y,2018_07_25,2,34867,12,4,8,6,5,10333.4,82667.2,27.481,55.496,Sebas,C18_009,NA,line1,24,46,0.304347826086957
0,sitting,A18_326,TLCx(TLCxHC),N,2018_07_25,2,34867,9,4,8,6,5,10333.4,82667.2,27.481,55.496,Sebas,C18_007,NA,line1,24,53,0.226415094339623
0,court_init,A18_309,TLCx(TLCxHC),Y,2018_07_25,2,34901,12,4,8,6,5,10333.4,82667.2,27.481,55.496,Sebas,C18_009,NA,line1,24,46,0.304347826086957
0,approach,A18_306,HCx(TLCxHC),Y,2018_07_25,2,34925,14,4,8,6,5,9644.5,85422.8,27.481,55.496,Sebas,C18_008,NA,line1,24,53,0.264150943396226
0,approach,A18_339,TLC,N,2018_07_25,2,34967,9,4,8,6,5,10333.4,85422.8,27.481,55.496,Sebas,Stock(40),NA,NA,24,48,0.270833333333333
0,approach,A18_309,TLCx(TLCxHC),Y,2018_07_25,2,34988,12,4,8,6,5,10333.4,85422.8,27.481,55.496,Sebas,C18_009,NA,line1,24,46,0.304347826086957
0,approach,A18_220,TLCxHC,Y,2018_07_25,2,35075,42,4,8,6,5,10677.8,85422.8,27.481,55.496,Sebas,C18_002,NA,line1,24,52,0.230769230769231
0,approach,A18_312,HCx(TLCxHC),Y,2018_07_25,2,35083,12,4,8,6,5,11022.3,85422.8,27.481,55.496,Sebas,C18_008,NA,line1,24,52,0.269230769230769
0,court_init,A18_339,TLC,N,2018_07_25,2,35099,9,4,8,6,5,11711.2,85422.8,27.481,55.496,Sebas,Stock(40),NA,NA,24,48,0.270833333333333
1,approach,A18_300,TLCx(TLCxHC),N,2018_07_25,2,35241,14,4,8,6,5,63378.2,88178.4,28.023,54.182,Sebas,C18_007,NA,line1,24,54,0.222222222222222
1,approach,A18_329,TLCx(TLCxHC),N,2018_07_25,2,35308,9,4,8,6,5,77156.1,88178.4,28.023,54.182,Sebas,C18_009,NA,line1,24,52,0.211538461538462
1,approach,A18_329,TLCx(TLCxHC),N,2018_07_25,2,35389,9,4,8,6,5,79911.6,14466.8,28.023,54.182,Sebas,C18_009,NA,line1,24,52,0.211538461538462
0,court_init,A18_306,HCx(TLCxHC),Y,2018_07_25,2,35551,14,4,8,6,5,12400.1,12400.1,28.023,54.182,Sebas,C18_008,NA,line1,24,53,0.264150943396226
1,approach,A18_339,TLC,N,2018_07_25,2,35738,9,4,8,6,5,7233.4,7577.8,28.023,54.182,Sebas,Stock(40),NA,NA,24,48,0.270833333333333
0,approach,A18_327,TLCx(TLCxHC),N,2018_07_25,2,35951,9,4,8,6,5,17222.3,21355.7,28.023,54.182,Sebas,C18_007,NA,line1,24,55,0.254545454545455
0,approach,A18_310,HCx(TLCxHC),Y,2018_07_25,2,36036,12,4,8,6,5,88178.4,99200.7,28.023,54.182,Sebas,C18_008,NA,line1,24,54,0.259259259259259
0,court_init,A18_308,TLCx(TLCxHC),N,2018_07_25,3,36292,12,4,8,2,6,88178.4,99200.7,27.875,55.774,Sebas,C18_007,NA,line1,24,38,0.157894736842105
0,approach,A18_270,TLCxHC,Y,2018_07_25,3,36338,32,4,8,2,6,88178.4,99200.7,27.875,55.774,Sebas,C18_005,NA,NA,24,32,0.15625
0,approach,A18_270,TLCxHC,Y,2018_07_25,3,36362,32,4,8,2,6,68889.3,68889.3,27.875,55.774,Sebas,C18_005,NA,NA,24,32,0.15625
0,approach,A18_310,HCx(TLCxHC),Y,2018_07_25,3,36373,12,4,8,2,6,49600.3,49600.3,27.875,55.774,Sebas,C18_008,NA,line1,24,33,0.181818181818182
0,approach,A18_310,HCx(TLCxHC),Y,2018_07_25,3,36403,12,4,8,2,6,93689.5,93689.5,27.875,55.774,Sebas,C18_008,NA,line1,24,33,0.181818181818182
0,approach,A18_312,HCx(TLCxHC),Y,2018_07_25,3,36431,12,4,8,2,6,88178.4,93689.5,27.875,55.774,Sebas,C18_008,NA,line1,24,39,0.153846153846154
0,approach,A18_270,TLCxHC,Y,2018_07_25,3,36462,32,4,8,2,6,85422.8,88178.4,27.875,55.774,Sebas,C18_005,NA,NA,24,32,0.15625
0,approach,A18_307,HCxTLC,Y,2018_07_25,3,36518,14,4,8,2,6,88178.4,88178.4,27.875,55.774,Sebas,C18_004,NA,NA,24,38,0.157894736842105
0,approach,A18_329,TLCx(TLCxHC),N,2018_07_25,3,36535,9,4,8,2,6,88178.4,93689.5,27.875,55.774,Sebas,C18_009,NA,line1,24,38,0.157894736842105
0,approach,A18_329,TLCx(TLCxHC),N,2018_07_25,3,36571,9,4,8,2,6,93689.5,93689.5,27.875,55.774,Sebas,C18_009,NA,line1,24,38,0.157894736842105
0,approach,A18_310,HCx(TLCxHC),Y,2018_07_25,3,36630,12,4,8,2,6,99200.7,88178.4,27.875,55.774,Sebas,C18_008,NA,line1,24,33,0.181818181818182
0,approach,A18_310,HCx(TLCxHC),Y,2018_07_25,3,36633,12,4,8,2,6,99200.7,88178.4,27.875,55.774,Sebas,C18_008,NA,line1,24,33,0.181818181818182
0,approach,A18_330,HCx(TLCxHC),Y,2018_07_25,3,36684,9,4,8,2,6,99200.7,88178.4,27.875,55.774,Sebas,C18_008,NA,line1,24,39,0.153846153846154
0,approach,A18_304,TLCx(TLCxHC),N,2018_07_25,3,36686,14,4,8,2,6,99200.7,88178.4,27.875,55.774,Sebas,C18_007,NA,line1,24,39,0.153846153846154
0,approach,A18_310,HCx(TLCxHC),Y,2018_07_25,3,36735,12,4,8,2,6,99200.7,85422.8,27.875,55.774,Sebas,C18_008,NA,line1,24,33,0.181818181818182
0,approach,A18_327,TLCx(TLCxHC),N,2018_07_25,3,36906,9,4,8,2,6,55111.5,46844.8,27.875,55.774,Sebas,C18_007,NA,line1,24,37,0.162162162162162
0,approach,A18_270,TLCxHC,Y,2018_07_25,3,36985,32,4,8,2,6,99200.7,93689.5,27.875,55.774,Sebas,C18_005,NA,NA,24,32,0.15625
0,court_init,A18_308,TLCx(TLCxHC),N,2018_07_25,3,37034,12,4,8,2,6,30311.3,28933.5,27.998,51.599,Sebas,C18_007,NA,line1,24,38,0.157894736842105
0,approach,A18_307,HCxTLC,Y,2018_07_25,3,37114,14,4,8,2,6,22044.6,19977.9,27.998,51.599,Sebas,C18_004,NA,NA,24,38,0.157894736842105
1,approach,A18_300,TLCx(TLCxHC),N,2018_07_25,3,37226,14,4,8,2,6,14466.8,13777.9,27.998,51.599,Sebas,C18_007,NA,line1,24,37,0.108108108108108
0,approach,A18_109,HCxTLC,Y,2018_07_25,3,37238,56,4,8,2,6,13777.9,13089,27.998,51.599,Sebas,C18_004,NA,NA,24,39,0.153846153846154
1,approach,A18_300,TLCx(TLCxHC),N,2018_07_25,3,37691,14,4,8,2,6,82667.2,93689.5,27.998,51.599,Sebas,C18_007,NA,line1,24,37,0.108108108108108
0,approach,A18_300,TLCx(TLCxHC),N,2018_07_25,3,37746,14,4,8,2,6,24800.2,33066.9,27.998,51.599,Sebas,C18_007,NA,line1,24,37,0.108108108108108
0,approach,A18_327,TLCx(TLCxHC),N,2018_07_25,3,37861,9,4,8,2,6,22044.6,46844.8,27.998,51.599,Sebas,C18_007,NA,line1,24,37,0.162162162162162
0,approach,A18_294,HCx(TLCxHC),Y,2018_07_25,3,37863,15,4,8,2,6,23422.4,52355.9,27.998,51.599,Sebas,C18_008,NA,line1,24,38,0.157894736842105
1,approach,A18_338,TLC,N,2018_07_25,3,38117,9,4,8,2,6,18600.1,37200.2,27.899,54.354,Sebas,Stock(48),NA,NA,24,37,0.0810810810810811
0,approach,A18_310,HCx(TLCxHC),Y,2018_07_25,3,38132,12,4,8,2,6,20666.8,60622.6,27.899,54.354,Sebas,C18_008,NA,line1,24,33,0.181818181818182
1,approach,A18_270,TLCxHC,Y,2018_07_25,3,38201,32,4,8,2,6,22044.6,88178.4,27.899,54.354,Sebas,C18_005,NA,NA,24,32,0.15625
0,approach,A18_170,HCxTLC,Y,2018_07_25,3,38401,80,4,8,2,6,14466.8,71644.9,27.899,54.354,Sebas,C18_004,NA,NA,24,37,0.162162162162162
0,approach,A18_270,TLCxHC,Y,2018_07_25,3,38634,32,4,8,2,6,14466.8,74400.5,27.899,54.354,Sebas,C18_005,NA,NA,24,32,0.15625
0,approach,A18_327,TLCx(TLCxHC),N,2018_07_25,3,38917,9,4,8,2,6,16533.4,12400.1,27.875,55.584,Sebas,C18_007,NA,line1,24,37,0.162162162162162
0,approach,A18_270,TLCxHC,Y,2018_07_25,3,38929,32,4,8,2,6,17222.3,12400.1,27.875,55.584,Sebas,C18_005,NA,NA,24,32,0.15625
0,court_init,A18_170,HCxTLC,Y,2018_07_25,3,39093,80,4,8,2,6,9300.1,10333.4,27.875,55.584,Sebas,C18_004,NA,NA,24,37,0.162162162162162
0,approach,A18_220,TLCxHC,Y,2018_07_25,3,39094,42,4,8,2,6,9300.1,10333.4,27.875,55.584,Sebas,C18_002,NA,line1,24,39,0.153846153846154
0,approach,A18_270,TLCxHC,Y,2018_07_25,3,39226,32,4,8,2,6,9300.1,10677.8,27.875,55.584,Sebas,C18_005,NA,NA,24,32,0.15625
1,court_init,A18_338,TLC,N,2018_07_25,3,39262,9,4,8,2,6,9300.1,11022.3,27.875,55.584,Sebas,Stock(48),NA,NA,24,37,0.0810810810810811
0,approach,A18_170,HCxTLC,Y,2018_07_25,3,39390,80,4,8,2,6,7233.4,8611.2,27.875,55.584,Sebas,C18_004,NA,NA,24,37,0.162162162162162
0,approach,A18_310,HCx(TLCxHC),Y,2018_07_25,3,39505,12,4,8,2,6,13777.9,23422.4,27.875,55.584,Sebas,C18_008,NA,line1,24,33,0.181818181818182
0,approach,A18_294,HCx(TLCxHC),Y,2018_07_25,3,39717,15,4,8,2,6,11711.2,11022.3,28.122,49.562,Sebas,C18_008,NA,line1,24,38,0.157894736842105
1,court_init,A18_338,TLC,N,2018_07_25,3,39724,9,4,8,2,6,11711.2,10677.8,28.122,49.562,Sebas,Stock(48),NA,NA,24,37,0.0810810810810811
1,court_init,A18_253,HCxTLC,Y,2018_07_25,4,39825,39,4,8,1,2,19289,10333.4,28.122,49.562,Sebas,C18_004,NA,NA,24,31,0.516129032258065
1,approach,A18_253,HCxTLC,Y,2018_07_25,4,39968,39,4,8,1,2,121245.2,37200.2,28.122,49.562,Sebas,C18_004,NA,NA,24,31,0.516129032258065
0,approach,A18_338,TLC,N,2018_07_25,4,39990,9,4,8,1,2,121245.2,35822.5,28.122,49.562,Sebas,Stock(48),NA,NA,24,33,0.606060606060606
1,court_init,A18_330,HCx(TLCxHC),Y,2018_07_25,4,40049,9,4,8,1,2,121245.2,26178,28.122,49.562,Sebas,C18_008,NA,line1,24,34,0.558823529411765
0,court_init,A18_312,HCx(TLCxHC),Y,2018_07_25,4,40111,12,4,8,1,2,121245.2,16533.4,28.122,49.562,Sebas,C18_008,NA,line1,24,33,0.606060606060606
0,approach,A18_270,TLCxHC,Y,2018_07_25,4,40210,32,4,8,1,2,121245.2,22044.6,28.122,49.562,Sebas,C18_005,NA,NA,24,31,0.645161290322581
1,approach,A18_307,HCxTLC,Y,2018_07_25,4,40503,14,4,8,1,2,88178.4,16533.4,28.122,49.562,Sebas,C18_004,NA,NA,24,33,0.545454545454545
1,approach,A18_307,HCxTLC,Y,2018_07_25,4,40506,14,4,8,1,2,93689.5,17222.3,28.122,49.562,Sebas,C18_004,NA,NA,24,33,0.545454545454545
0,approach,A18_109,HCxTLC,Y,2018_07_25,4,40516,56,4,8,1,2,85422.8,21355.7,28.122,49.562,Sebas,C18_004,NA,NA,24,34,0.588235294117647
1,approach,A18_309,TLCx(TLCxHC),Y,2018_07_25,4,40535,12,4,8,1,2,126756.4,21355.7,28.122,49.562,Sebas,C18_009,NA,line1,24,31,0.516129032258065
0,approach,A18_338,TLC,N,2018_07_25,4,40577,9,4,8,1,2,126756.4,30311.3,28.122,49.562,Sebas,Stock(48),NA,NA,24,33,0.606060606060606
0,approach,A18_270,TLCxHC,Y,2018_07_25,4,40704,32,4,8,1,2,126756.4,16533.4,28.27,50.417,Sebas,C18_005,NA,NA,24,31,0.645161290322581
0,approach,A18_312,HCx(TLCxHC),Y,2018_07_25,4,40705,12,4,8,1,2,126756.4,16533.4,28.27,50.417,Sebas,C18_008,NA,line1,24,33,0.606060606060606
1,approach,A18_309,TLCx(TLCxHC),Y,2018_07_25,4,40763,12,4,8,1,2,126756.4,16533.4,28.27,50.417,Sebas,C18_009,NA,line1,24,31,0.516129032258065
1,approach,A18_309,TLCx(TLCxHC),Y,2018_07_25,4,40768,12,4,8,1,2,126756.4,17222.3,28.27,50.417,Sebas,C18_009,NA,line1,24,31,0.516129032258065
0,approach,A18_270,TLCxHC,Y,2018_07_25,4,40783,32,4,8,1,2,126756.4,17911.2,28.27,50.417,Sebas,C18_005,NA,NA,24,31,0.645161290322581
1,approach,A18_309,TLCx(TLCxHC),Y,2018_07_25,4,40855,12,4,8,1,2,68889.3,18600.1,28.27,50.417,Sebas,C18_009,NA,line1,24,31,0.516129032258065
1,approach,A18_220,TLCxHC,Y,2018_07_25,4,40863,42,4,8,1,2,35822.5,17911.2,28.27,50.417,Sebas,C18_002,NA,line1,24,33,0.575757575757576
0,approach,A18_220,TLCxHC,Y,2018_07_25,4,40866,42,4,8,1,2,46844.8,18600.1,28.27,50.417,Sebas,C18_002,NA,line1,24,33,0.575757575757576
0,court_init,A18_310,HCx(TLCxHC),Y,2018_07_25,4,41226,12,4,8,1,2,19977.9,10333.4,28.27,50.417,Sebas,C18_008,NA,line1,24,33,0.606060606060606
1,approach,A18_325,TLCx(TLCxHC),Y,2018_07_25,4,41730,9,4,8,1,2,26178,10333.4,27.53,54.966,Sebas,C18_007,NA,line1,24,34,0.558823529411765
0,approach,A18_310,HCx(TLCxHC),Y,2018_07_25,4,42359,12,4,8,1,2,11022.3,9300.1,27.53,54.966,Sebas,C18_008,NA,line1,24,33,0.606060606060606
1,court_init,A18_329,TLCx(TLCxHC),N,2018_07_25,4,42602,9,4,8,1,2,27555.7,11022.3,27.358,54.088,Sebas,C18_009,NA,line1,24,32,0.59375
0,approach,A18_329,TLCx(TLCxHC),N,2018_07_25,4,42606,9,4,8,1,2,24800.2,11022.3,27.358,54.088,Sebas,C18_009,NA,line1,24,32,0.59375
1,approach,A18_294,HCx(TLCxHC),Y,2018_07_25,4,42618,15,4,8,1,2,21355.7,10677.8,27.358,54.088,Sebas,C18_008,NA,line1,24,34,0.558823529411765
0,approach,A18_270,TLCxHC,Y,2018_07_25,4,42626,32,4,8,1,2,20666.8,10677.8,27.358,54.088,Sebas,C18_005,NA,NA,24,31,0.645161290322581
0,approach,A18_329,TLCx(TLCxHC),N,2018_07_25,4,42714,9,4,8,1,2,17222.3,11022.3,27.358,54.088,Sebas,C18_009,NA,line1,24,32,0.59375
1,approach,A18_306,HCx(TLCxHC),Y,2018_07_25,4,42728,14,4,8,1,2,16533.4,12400.1,27.358,54.088,Sebas,C18_008,NA,line1,24,33,0.545454545454545
1,approach,A18_170,HCxTLC,Y,2018_07_25,4,42755,80,4,8,1,2,15844.5,13089,27.358,54.088,Sebas,C18_004,NA,NA,24,32,0.5625
1,approach,A18_170,HCxTLC,Y,2018_07_25,4,42761,80,4,8,1,2,15844.5,11711.2,27.358,54.088,Sebas,C18_004,NA,NA,24,32,0.5625
1,approach,A18_306,HCx(TLCxHC),Y,2018_07_25,4,42781,14,4,8,1,2,15844.5,12400.1,27.358,54.088,Sebas,C18_008,NA,line1,24,33,0.545454545454545
1,court_init,A18_253,HCxTLC,Y,2018_07_25,4,42787,39,4,8,1,2,15844.5,12400.1,27.358,54.088,Sebas,C18_004,NA,NA,24,31,0.516129032258065
1,approach,A18_253,HCxTLC,Y,2018_07_25,4,42866,39,4,8,1,2,15155.7,10677.8,27.358,54.088,Sebas,C18_004,NA,NA,24,31,0.516129032258065
