court_lin_heu_01,behaviour,ID,type,redYN,date,trial,time_of_day,age_male,HC_model_ID,TLC_model_ID,position_HC,position_TLC,light_HC,light_TLC,grayscale_mean_at_visited,light_class_HC,temp,hum,observer,broods,HC_type,exp_line,males_inside,resp_other_males,pref_other_males
0,court_init,A18_711,TLCx(TLCxHC),Y,2018_11_26,2,46017,10,9,10,3,2,24800.2,1894.5,0.486321819379834,NA,25.72,72.736,Alex,C18_032,NA,line2,24,64,0.6875
0,sitting,A18_711,TLCx(TLCxHC),Y,2018_11_26,2,46123,10,9,10,3,2,22044.6,21355.7,0.494336574669634,NA,25.72,72.736,Alex,C18_032,NA,line2,24,64,0.6875
1,approach,A18_709,TLC,N,2018_11_26,2,46232,11,9,10,3,2,24800.2,14466.8,0.342840514382683,sunny_but_treeshade,25.72,72.736,Alex,Stock(40),NA,NA,24,62,0.645161290322581
0,court_init,A18_660,TLCx(TLCxHC),Y,2018_11_26,2,46269,24,9,10,3,2,18600.1,13777.9,0.484611327543037,NA,25.72,72.736,Alex,C18_027,NA,line1,24,69,0.666666666666667
1,approach,A18_652,TLCx(TLCxHC),N,2018_11_26,2,46292,25,9,10,3,2,16533.4,13777.9,0.339037211964452,NA,25.72,72.736,Alex,C18_032,NA,line2,24,68,0.647058823529412
0,approach,A18_622,HCx(TLCxHC),Y,2018_11_26,2,46361,32,9,10,3,2,14466.8,13089,0.474783088731561,NA,25.817,72.577,Alex,C18_029,NA,line2,24,66,0.666666666666667
1,court_init,A18_622,HCx(TLCxHC),Y,2018_11_26,2,46376,32,9,10,3,2,15844.5,13089,0.339095918448759,NA,25.817,72.577,Alex,C18_029,NA,line2,24,66,0.666666666666667
1,court_init,A18_709,TLC,N,2018_11_26,2,46497,11,9,10,3,2,13777.9,12400.1,0.329681978852479,sunny_but_treeshade,25.817,72.577,Alex,Stock(40),NA,NA,24,62,0.645161290322581
0,court_init,A18_689,HCx(TLCxHC),Y,2018_11_26,2,46550,16,9,10,3,2,12400.1,11711.2,0.448741553514248,NA,25.817,72.577,Alex,C18_029,NA,line2,24,66,0.651515151515151
0,approach,A18_622,HCx(TLCxHC),Y,2018_11_26,2,46564,32,9,10,3,2,12400.1,11711.2,0.440664720776316,NA,25.817,72.577,Alex,C18_029,NA,line2,24,66,0.666666666666667
1,sitting,A18_648,HCx(TLCxHC),Y,2018_11_26,2,46837,26,9,10,3,2,11022.3,10333.4,0.331434415540623,NA,25.817,72.577,Alex,C18_029,NA,line2,24,64,0.71875
0,approach,A18_648,HCx(TLCxHC),Y,2018_11_26,2,46844,26,9,10,3,2,11022.3,10333.4,0.388657247009352,NA,25.817,72.577,Alex,C18_029,NA,line2,24,64,0.71875
0,sitting,A18_711,TLCx(TLCxHC),Y,2018_11_26,2,47016,10,9,10,3,2,11711.2,9644.5,0.379524656753721,NA,25.817,72.577,Alex,C18_032,NA,line2,24,64,0.6875
1,approach,A18_652,TLCx(TLCxHC),N,2018_11_26,2,47029,25,9,10,3,2,11711.2,9644.5,0.341609017496475,NA,25.817,72.577,Alex,C18_032,NA,line2,24,68,0.647058823529412
1,sitting,A18_687,TLCx(TLCxHC),N,2018_11_26,2,47064,16,9,10,3,2,12400.1,10333.4,0.3405235548864,NA,25.817,72.577,Alex,C18_027,NA,line1,24,69,0.666666666666667
1,court_init,A18_649,HCx(TLCxHC),Y,2018_11_26,2,47273,26,9,10,3,2,12400.1,10333.4,0.33082794780488,NA,25.866,72.467,Alex,C18_029,NA,line2,24,66,0.636363636363636
0,approach,A18_624,(TLCxHC)xTLC,Y,2018_11_26,2,47351,30,9,10,3,2,11711.2,10333.4,0.370615488435016,NA,25.866,72.467,Alex,C18_030,NA,line2,24,69,0.681159420289855
1,approach,A18_613,(TLCxHC)xTLC,N,2018_11_26,2,47380,35,9,10,3,2,11711.2,10333.4,0.328000743163492,NA,25.866,72.467,Alex,C18_030,NA,line2,24,67,0.641791044776119
0,approach,A18_648,HCx(TLCxHC),Y,2018_11_26,2,47437,26,9,10,3,2,11711.2,9644.5,0.354896675958117,NA,25.866,72.467,Alex,C18_029,NA,line2,24,64,0.71875
1,approach,A18_664,TLCx(TLCxHC),Y,2018_11_26,2,47441,22,9,10,3,2,11711.2,10333.4,0.324728819151778,NA,25.866,72.467,Alex,C18_027,NA,line1,24,69,0.652173913043478
1,court_init,A18_622,HCx(TLCxHC),Y,2018_11_26,2,47541,32,9,10,3,2,11711.2,9644.5,0.320309503611607,NA,25.866,72.467,Alex,C18_029,NA,line2,24,66,0.666666666666667
1,approach,A18_622,HCx(TLCxHC),Y,2018_11_26,2,47562,32,9,10,3,2,11711.2,9644.5,0.320661515576345,NA,25.866,72.467,Alex,C18_029,NA,line2,24,66,0.666666666666667
0,approach,A18_711,TLCx(TLCxHC),Y,2018_11_26,2,47681,10,9,10,3,2,11711.2,9644.5,0.350495465510228,NA,25.866,72.467,Alex,C18_032,NA,line2,24,64,0.6875
1,court_init,A18_674,HCx(TLCxHC),Y,2018_11_26,2,47708,20,9,10,3,2,12400.1,9644.5,0.331584630821544,NA,25.866,72.467,Alex,C18_029,NA,line2,24,68,0.676470588235294
1,approach,A18_711,TLCx(TLCxHC),Y,2018_11_26,2,47732,10,9,10,3,2,12400.1,9644.5,0.332567797135164,NA,25.866,72.467,Alex,C18_032,NA,line2,24,64,0.6875
1,sitting,A18_709,TLC,N,2018_11_26,2,48185,11,9,10,3,2,7577.8,6544.5,0.241851958560943,cloudy,25.744,75.124,Alex,Stock(40),NA,NA,24,62,0.645161290322581
1,approach,A18_649,HCx(TLCxHC),Y,2018_11_26,2,48641,26,9,10,3,2,7577.8,6200,0.252088645647829,NA,25.744,75.124,Alex,C18_029,NA,line2,24,66,0.636363636363636
0,approach,A18_674,HCx(TLCxHC),Y,2018_11_26,2,49090,20,9,10,3,2,5511.1,5338.9,0.208318693372854,NA,25.453,75.856,Alex,C18_029,NA,line2,24,68,0.676470588235294
0,approach,A18_674,HCx(TLCxHC),Y,2018_11_26,2,49177,20,9,10,3,2,6200,2411.1,0.21726331532951,NA,25.453,75.856,Alex,C18_029,NA,line2,24,68,0.676470588235294
1,approach,A18_613,(TLCxHC)xTLC,N,2018_11_26,2,49231,35,9,10,3,2,6544.5,5511.1,0.25348160975862,NA,25.453,75.856,Alex,C18_030,NA,line2,24,67,0.641791044776119
1,court_init,A18_652,TLCx(TLCxHC),N,2018_11_26,2,49236,25,9,10,3,2,6544.5,5511.1,0.253846052601666,NA,25.453,75.856,Alex,C18_032,NA,line2,24,68,0.647058823529412
1,court_init,A18_711,TLCx(TLCxHC),Y,2018_11_26,2,49881,10,9,10,3,2,7233.4,6200,0.258825806944209,NA,25.453,75.856,Alex,C18_032,NA,line2,24,64,0.6875
1,approach,A18_689,HCx(TLCxHC),Y,2018_11_26,2,49882,16,9,10,3,2,7233.4,6200,0.258741172838844,NA,25.453,75.856,Alex,C18_029,NA,line2,24,66,0.651515151515151
1,court_init,A18_664,TLCx(TLCxHC),Y,2018_11_26,2,49940,22,9,10,3,2,7233.4,6200,0.255883132879651,NA,25.453,75.856,Alex,C18_027,NA,line1,24,69,0.652173913043478
0,approach,A18_648,HCx(TLCxHC),Y,2018_11_26,2,50044,26,9,10,3,2,6544.5,6200,0.225280670642997,NA,25.137,78.897,Alex,C18_029,NA,line2,24,64,0.71875
0,sitting,A18_712,TLCx(TLCxHC),N,2018_11_26,2,50044,10,9,10,3,2,6544.5,6200,0.225280670642997,NA,25.137,78.897,Alex,C18_032,NA,line2,24,70,0.671428571428571
0,sitting,A18_714,TLC,N,2018_11_27,1,36146,11,8,5,6,5,4650,5511.1,0.172294424343551,NA,21.533,92.693,Alex,Stock(40),NA,NA,24,19,0.473684210526316
0,sitting,A18_714,TLC,N,2018_11_27,1,36359,11,8,5,6,5,5166.7,6544.5,0.199232136969176,NA,21.533,92.693,Alex,Stock(40),NA,NA,24,19,0.473684210526316
0,sitting,A18_714,TLC,N,2018_11_27,1,36641,11,8,5,6,5,5338.9,7233.4,0.20971679208337,NA,21.7,91.359,Alex,Stock(40),NA,NA,24,19,0.473684210526316
0,court_init,A18_714,TLC,N,2018_11_27,1,36664,11,8,5,6,5,2669.5,7233.4,0.211682380517647,NA,21.7,91.359,Alex,Stock(40),NA,NA,24,19,0.473684210526316
0,approach,A18_687,TLCx(TLCxHC),N,2018_11_27,1,36788,17,8,5,6,5,6200,7577.8,0.224579475489422,NA,21.7,91.359,Alex,C18_027,NA,line1,24,26,0.461538461538462
0,court_init,A18_687,TLCx(TLCxHC),N,2018_11_27,1,36817,17,8,5,6,5,6544.5,8266.7,0.225162902049433,NA,21.7,91.359,Alex,C18_027,NA,line1,24,26,0.461538461538462
0,sitting,A18_714,TLC,N,2018_11_27,1,36885,11,8,5,6,5,5166.7,8266.7,0.235926409198893,cloudy,21.7,91.359,Alex,Stock(40),NA,NA,24,19,0.473684210526316
0,sitting,A18_714,TLC,N,2018_11_27,1,36975,11,8,5,6,5,5511.1,8611.2,0.244487770159218,cloudy,21.7,91.359,Alex,Stock(40),NA,NA,24,19,0.473684210526316
0,sitting,A18_723,TLCx(TLCxHC),Y,2018_11_27,1,37021,9,8,5,6,5,2669.5,8611.2,0.250495419203109,NA,21.7,91.359,Alex,C18_032,NA,line2,24,22,0.5
0,sitting,A18_723,TLCx(TLCxHC),Y,2018_11_27,1,37041,9,8,5,6,5,8266.7,9300.1,0.251881407505747,NA,21.7,91.359,Alex,C18_032,NA,line2,24,22,0.5
0,approach,A18_723,TLCx(TLCxHC),Y,2018_11_27,1,37152,9,8,5,6,5,4305.6,9644.5,0.261098832422895,NA,21.7,91.359,Alex,C18_032,NA,line2,24,22,0.5
1,approach,A18_714,TLC,N,2018_11_27,1,37580,11,8,5,6,5,9644.5,8266.7,0.280327531627033,cloudy,21.987,90.372,Alex,Stock(40),NA,NA,24,19,0.473684210526316
0,sitting,A18_721,TLCx(TLCxHC),Y,2018_11_27,1,37615,10,8,5,6,5,10333.4,6544.5,0.294208223498099,NA,21.987,90.372,Alex,C18_032,NA,line2,24,26,0.423076923076923
0,approach,A18_738,TLCx(TLCxHC),N,2018_11_27,1,37618,4,8,5,6,5,10333.4,5511.1,NA,NA,21.987,90.372,Alex,C18_032,NA,line2,24,27,0.444444444444444
1,approach,A18_721,TLCx(TLCxHC),Y,2018_11_27,1,37623,10,8,5,6,5,10333.4,2927.8,0.280337354531852,NA,21.987,90.372,Alex,C18_032,NA,line2,24,26,0.423076923076923
1,sitting,A18_714,TLC,N,2018_11_27,1,37642,11,8,5,6,5,10333.4,8266.7,0.283617864310513,cloudy,21.987,90.372,Alex,Stock(40),NA,NA,24,19,0.473684210526316
1,approach,A18_714,TLC,N,2018_11_27,1,37666,11,8,5,6,5,9644.5,2927.8,0.282751951397542,cloudy,21.987,90.372,Alex,Stock(40),NA,NA,24,19,0.473684210526316
1,approach,A18_684,TLCx(TLCxHC),N,2018_11_27,1,37783,18,8,5,6,5,9644.5,10677.8,0.280978501610097,NA,21.987,90.372,Alex,C18_032,NA,line2,24,27,0.407407407407407
0,sitting,A18_723,TLCx(TLCxHC),Y,2018_11_27,1,37852,9,8,5,6,5,3961.1,8266.7,0.284889743483057,NA,21.987,90.372,Alex,C18_032,NA,line2,24,22,0.5
1,approach,A18_689,HCx(TLCxHC),Y,2018_11_27,1,37909,17,8,5,6,5,9300.1,9644.5,0.246953690278484,NA,21.987,90.372,Alex,C18_029,NA,line2,24,23,0.304347826086957
0,sitting,A18_723,TLCx(TLCxHC),Y,2018_11_27,1,38044,9,8,5,6,5,6544.5,2152.8,0.211325894320539,NA,21.987,90.372,Alex,C18_032,NA,line2,24,22,0.5
1,sitting,A18_686,TLCx(TLCxHC),Y,2018_11_27,1,38141,17,8,5,6,5,5338.9,2583.4,0.175332277001028,NA,21.987,90.372,Alex,C18_032,NA,line2,24,27,0.407407407407407
1,approach,A18_689,HCx(TLCxHC),Y,2018_11_27,1,38142,17,8,5,6,5,5338.9,5511.1,0.164018290301695,NA,21.987,90.372,Alex,C18_029,NA,line2,24,23,0.304347826086957
1,sitting,A18_723,TLCx(TLCxHC),Y,2018_11_27,1,38683,9,8,5,6,5,3616.7,4822.3,0.16006009045521,NA,22.202,89.278,Alex,C18_032,NA,line2,24,22,0.5
1,sitting,A18_689,HCx(TLCxHC),Y,2018_11_27,1,38719,17,8,5,6,5,3961.1,2755.6,0.163340884253411,NA,22.202,89.278,Alex,C18_029,NA,line2,24,23,0.304347826086957
1,court_init,A18_689,HCx(TLCxHC),Y,2018_11_27,1,39386,17,8,5,6,5,3616.7,4477.8,0.133573276140514,NA,22.274,89.241,Alex,C18_029,NA,line2,24,23,0.304347826086957
1,approach,A18_689,HCx(TLCxHC),Y,2018_11_27,1,39838,17,8,5,6,5,4994.5,6544.5,0.222864226716148,NA,22.274,89.241,Alex,C18_029,NA,line2,24,23,0.304347826086957
1,sitting,A18_703,TLC,N,2018_11_27,2,40268,14,8,5,4,6,6544.5,5511.1,0.224005737964903,cloudy,22.369,90.709,Alex,Stock(30),NA,NA,24,5,0.4
1,sitting,A18_709,TLC,N,2018_11_27,2,40304,12,8,5,4,6,6544.5,5511.1,0.223345586647002,cloudy,22.369,90.709,Alex,Stock(40),NA,NA,24,4,0.5
0,sitting,A18_709,TLC,N,2018_11_27,2,40390,12,8,5,4,6,6544.5,5511.1,0.253790600045611,cloudy,22.369,90.709,Alex,Stock(40),NA,NA,24,4,0.5
1,court_init,A18_689,HCx(TLCxHC),Y,2018_11_27,2,40781,17,8,5,4,6,5338.9,4477.8,0.18759292801259,NA,22.369,90.709,Alex,C18_029,NA,line2,24,5,0.4
0,court_init,A18_686,TLCx(TLCxHC),Y,2018_11_27,2,40795,17,8,5,4,6,5338.9,1894.5,0.208225947133341,NA,22.369,90.709,Alex,C18_032,NA,line2,24,5,0.6
0,sitting,A18_687,TLCx(TLCxHC),N,2018_11_28,1,37162,18,11,8,2,6,12400.1,20666.8,0.328783820170525,NA,22.753,83.785,Alex,C18_027,NA,line1,24,19,0.578947368421053
0,sitting,A18_723,TLCx(TLCxHC),Y,2018_11_28,1,37219,10,11,8,2,6,12400.1,19977.9,0.316867272424411,NA,22.753,83.785,Alex,C18_032,NA,line2,24,16,0.5
0,approach,A18_738,TLCx(TLCxHC),N,2018_11_28,1,37505,5,11,8,2,6,10333.4,18600.1,0.287341930481652,NA,23.424,79.372,Alex,C18_032,NA,line2,24,18,0.611111111111111
0,approach,A18_738,TLCx(TLCxHC),N,2018_11_28,1,37510,5,11,8,2,6,10677.8,18600.1,0.28623331496014,NA,23.424,79.372,Alex,C18_032,NA,line2,24,18,0.611111111111111
1,sitting,A18_723,TLCx(TLCxHC),Y,2018_11_28,1,37657,10,11,8,2,6,10677.8,15155.7,0.370812087187593,NA,23.424,79.372,Alex,C18_032,NA,line2,24,16,0.5
0,sitting,A18_689,HCx(TLCxHC),Y,2018_11_28,1,38243,18,11,8,2,6,2238.9,18600.1,0.333658565294301,NA,23.424,79.372,Alex,C18_029,NA,line2,24,13,0.538461538461538
0,approach,A18_712,TLCx(TLCxHC),N,2018_11_28,1,38480,12,11,8,2,6,5511.1,10333.4,0.245470128395496,NA,23.857,81.004,Alex,C18_032,NA,line2,24,19,0.578947368421053
1,approach,A18_689,HCx(TLCxHC),Y,2018_11_28,1,38492,18,11,8,2,6,5338.9,9644.5,0.283638283100165,NA,23.857,81.004,Alex,C18_029,NA,line2,24,13,0.538461538461538
1,court_init,A18_689,HCx(TLCxHC),Y,2018_11_28,1,38551,18,11,8,2,6,3100,7577.8,0.253427684231773,NA,23.857,81.004,Alex,C18_029,NA,line2,24,13,0.538461538461538
1,approach,A18_689,HCx(TLCxHC),Y,2018_11_28,1,38825,18,11,8,2,6,6200,2927.8,0.234486359326755,NA,23.857,81.004,Alex,C18_029,NA,line2,24,13,0.538461538461538
1,court_init,A18_689,HCx(TLCxHC),Y,2018_11_28,1,39106,18,11,8,2,6,7233.4,11711.2,0.329501452730969,NA,23.857,81.004,Alex,C18_029,NA,line2,24,13,0.538461538461538
0,sitting,A18_689,HCx(TLCxHC),Y,2018_11_28,1,39231,18,11,8,2,6,6200,8611.2,0.215879937383395,NA,23.665,82.523,Alex,C18_029,NA,line2,24,13,0.538461538461538
1,approach,A18_723,TLCx(TLCxHC),Y,2018_11_28,1,39240,10,11,8,2,6,6200,8266.7,0.261876890226248,NA,23.665,82.523,Alex,C18_032,NA,line2,24,16,0.5
1,sitting,A18_723,TLCx(TLCxHC),Y,2018_11_28,1,39255,10,11,8,2,6,5166.7,8266.7,0.259888862055925,NA,23.665,82.523,Alex,C18_032,NA,line2,24,16,0.5
0,sitting,A18_689,HCx(TLCxHC),Y,2018_11_28,1,39343,18,11,8,2,6,5166.7,7233.4,0.166340837059803,NA,23.665,82.523,Alex,C18_029,NA,line2,24,13,0.538461538461538
1,approach,A18_711,TLCx(TLCxHC),Y,2018_11_29,1,40302,13,11,11,1,2,7233.4,14466.8,0.340125323784039,NA,24.074,75.029,Sebas,C18_032,NA,line2,24,29,0.413793103448276
1,approach,A18_711,TLCx(TLCxHC),Y,2018_11_29,1,40501,13,11,11,1,2,14466.8,16533.4,0.329869256872253,NA,24.074,75.029,Sebas,C18_032,NA,line2,24,29,0.413793103448276
0,approach,A18_674,HCx(TLCxHC),Y,2018_11_29,1,40985,23,11,11,1,2,11711.2,12400.1,0.34670711011119,NA,23.857,75.771,Sebas,C18_029,NA,line2,24,28,0.5
1,court_init,A18_687,TLCx(TLCxHC),N,2018_11_29,1,41019,19,11,11,1,2,10333.4,11711.2,0.297610252403826,NA,23.857,75.771,Sebas,C18_027,NA,line1,24,22,0.5
1,court_init,A18_687,TLCx(TLCxHC),N,2018_11_29,1,41598,19,11,11,1,2,10677.8,17911.2,0.269653585725244,NA,23.857,75.771,Sebas,C18_027,NA,line1,24,22,0.5
0,sitting,A18_687,TLCx(TLCxHC),N,2018_11_29,1,41837,19,11,11,1,2,10677.8,12400.1,0.343124853287312,NA,23.857,75.771,Sebas,C18_027,NA,line1,24,22,0.5
1,approach,A18_680,(TLCxHC)xTLC,N,2018_11_29,1,41841,21,11,11,1,2,11022.3,12400.1,0.299831459053158,NA,23.857,75.771,Sebas,C18_030,NA,line2,24,30,0.433333333333333
0,approach,A18_714,TLC,N,2018_11_29,1,42089,13,11,11,1,2,9300.1,10333.4,0.314212095032542,cloudy,24.171,74.873,Sebas,Stock(40),NA,NA,24,30,0.466666666666667
0,approach,A18_674,HCx(TLCxHC),Y,2018_11_29,1,42230,23,11,11,1,2,7233.4,12400.1,0.320905906917257,NA,24.171,74.873,Sebas,C18_029,NA,line2,24,28,0.5
0,court_init,A18_687,TLCx(TLCxHC),N,2018_11_29,1,42620,19,11,11,1,2,9644.5,12400.1,0.327202140136229,NA,24.171,74.873,Sebas,C18_027,NA,line1,24,22,0.5
0,approach,A18_687,TLCx(TLCxHC),N,2018_11_29,1,42656,19,11,11,1,2,10677.8,7577.8,0.336786356138255,NA,24.171,74.873,Sebas,C18_027,NA,line1,24,22,0.5
0,court_init,A18_689,HCx(TLCxHC),Y,2018_11_29,1,43119,19,11,11,1,2,9644.5,85422.8,0.356825202454239,NA,24.557,72.101,Sebas,C18_029,NA,line2,24,29,0.482758620689655
0,court_init,A18_674,HCx(TLCxHC),Y,2018_11_29,1,43195,23,11,11,1,2,12400.1,79911.6,0.406929745684981,NA,24.557,72.101,Sebas,C18_029,NA,line2,24,28,0.5
0,approach,A18_689,HCx(TLCxHC),Y,2018_11_29,1,43338,19,11,11,1,2,14466.8,104711.8,0.421744306080717,NA,24.557,72.101,Sebas,C18_029,NA,line2,24,29,0.482758620689655
1,sitting,A18_730,TLCx(TLCxHC),Y,2018_11_29,1,43430,9,11,11,1,2,12400.1,79911.6,0.333541055593565,NA,24.557,72.101,Sebas,C18_032,NA,line2,24,29,0.413793103448276
1,court_init,A18_709,TLC,N,2018_11_29,1,43448,14,11,11,1,2,12400.1,68889.3,0.328851556066478,sunny_but_treeshade,24.557,72.101,Sebas,Stock(40),NA,NA,24,30,0.433333333333333
1,sitting,A18_730,TLCx(TLCxHC),Y,2018_11_29,1,43503,9,11,11,1,2,12400.1,55111.5,0.327229448487262,NA,24.557,72.101,Sebas,C18_032,NA,line2,24,29,0.413793103448276
0,approach,A18_687,TLCx(TLCxHC),N,2018_11_29,1,43635,19,11,11,1,2,14466.8,99200.7,0.423378721688065,NA,24.557,72.101,Sebas,C18_027,NA,line1,24,22,0.5
0,approach,A18_687,TLCx(TLCxHC),N,2018_11_29,1,43753,19,11,11,1,2,17222.3,110223,0.3974685529621,NA,25.065,70.359,Sebas,C18_027,NA,line1,24,22,0.5
1,sitting,A18_687,TLCx(TLCxHC),N,2018_11_29,1,44327,19,11,11,1,2,18600.1,104711.8,0.384899869624203,NA,25.065,70.359,Sebas,C18_027,NA,line1,24,22,0.5
0,approach,A18_687,TLCx(TLCxHC),N,2018_11_29,1,44342,19,11,11,1,2,18600.1,104711.8,0.421588034194633,NA,25.065,70.359,Sebas,C18_027,NA,line1,24,22,0.5
1,sitting,A18_703,TLC,N,2018_11_29,1,44390,16,11,11,1,2,16533.4,57867,0.364996977902839,sunny,25.065,70.359,Sebas,Stock(30),NA,NA,24,30,0.433333333333333
0,sitting,A18_703,TLC,N,2018_11_29,2,45297,16,11,11,4,3,7577.8,10677.8,0.312246686393423,cloudy,25.355,67.66,Sebas,Stock(30),NA,NA,24,9,0.333333333333333
0,approach,A18_703,TLC,N,2018_11_29,2,45436,16,11,11,4,3,7577.8,10333.4,0.303292723057356,cloudy,25.355,67.66,Sebas,Stock(30),NA,NA,24,9,0.333333333333333
0,approach,A18_703,TLC,N,2018_11_29,2,45444,16,11,11,4,3,7577.8,10333.4,0.302303978213349,cloudy,25.355,67.66,Sebas,Stock(30),NA,NA,24,9,0.333333333333333
0,approach,A18_703,TLC,N,2018_11_29,2,45817,16,11,11,4,3,6200,4133.4,0.264875483216171,cloudy,25.21,72.136,Sebas,Stock(30),NA,NA,24,9,0.333333333333333
1,sitting,A18_686,TLCx(TLCxHC),Y,2018_11_29,2,46947,19,11,11,4,3,5338.9,7577.8,0.203662643275757,NA,24.847,72.186,Sebas,C18_032,NA,line2,24,12,0.166666666666667
0,court_init,A18_714,TLC,N,2018_11_29,2,46968,13,11,11,4,3,4477.8,7577.8,0.250314668199434,cloudy,24.847,72.186,Sebas,Stock(40),NA,NA,24,12,0.25
1,approach,A18_689,HCx(TLCxHC),Y,2018_11_29,2,47098,19,11,11,4,3,4305.6,7577.8,0.207698506795579,NA,24.847,72.186,Sebas,C18_029,NA,line2,24,12,0.166666666666667
0,court_init,A18_687,TLCx(TLCxHC),N,2018_11_29,2,48280,19,11,11,4,3,4650,6544.5,0.218124825234234,NA,24.339,75.14,Sebas,C18_027,NA,line1,24,11,0.272727272727273
0,court_init,A18_730,TLCx(TLCxHC),Y,2018_11_29,2,49231,9,11,11,4,3,3961.1,5511.1,0.191692977431952,NA,24.098,77.182,Sebas,C18_032,NA,line2,24,11,0.272727272727273
0,sitting,A18_730,TLCx(TLCxHC),Y,2018_11_29,2,49312,9,11,11,4,3,4133.4,6200,0.200304262652303,NA,24.098,77.182,Sebas,C18_032,NA,line2,24,11,0.272727272727273
0,approach,A18_687,TLCx(TLCxHC),N,2018_11_29,2,49313,19,11,11,4,3,4133.4,6200,0.200329926004407,NA,24.098,77.182,Sebas,C18_027,NA,line1,24,11,0.272727272727273
0,court_init,A18_684,TLCx(TLCxHC),N,2018_11_29,2,49316,20,11,11,4,3,4133.4,6200,0.200803645870643,NA,24.098,77.182,Sebas,C18_032,NA,line2,24,12,0.25
0,sitting,A18_689,HCx(TLCxHC),Y,2018_12_01,1,35766,21,7,5,6,2,10677.8,16533.4,NA,NA,21.246,93.639,Sebas,C18_029,NA,line2,24,13,0.461538461538462
1,approach,A18_689,HCx(TLCxHC),Y,2018_12_01,1,35865,21,7,5,6,2,10677.8,15844.5,NA,NA,21.246,93.639,Sebas,C18_029,NA,line2,24,13,0.461538461538462
0,approach,A18_728,TLCx(TLCxHC),Y,2018_12_01,1,36331,11,7,5,6,2,8611.2,12400.1,NA,NA,21.246,93.639,Sebas,C18_032,NA,line2,24,14,0.5
1,sitting,A18_723,TLCx(TLCxHC),Y,2018_12_01,1,36406,13,7,5,6,2,8611.2,12400.1,NA,NA,21.246,93.639,Sebas,C18_032,NA,line2,24,11,0.545454545454545
1,sitting,A18_686,TLCx(TLCxHC),Y,2018_12_01,1,36543,21,7,5,6,2,8611.2,12400.1,NA,NA,21.557,92.484,Sebas,C18_032,NA,line2,24,14,0.428571428571429
0,approach,A18_680,(TLCxHC)xTLC,N,2018_12_01,1,36595,23,7,5,6,2,8611.2,12400.1,NA,NA,21.557,92.484,Sebas,C18_030,NA,line2,24,12,0.5
1,court_init,A18_674,HCx(TLCxHC),Y,2018_12_01,1,36691,25,7,5,6,2,8266.7,13089,NA,NA,21.557,92.484,Sebas,C18_029,NA,line2,24,14,0.428571428571429
0,court_init,A18_680,(TLCxHC)xTLC,N,2018_12_01,1,36717,23,7,5,6,2,7233.4,13089,NA,NA,21.557,92.484,Sebas,C18_030,NA,line2,24,12,0.5
0,sitting,A18_723,TLCx(TLCxHC),Y,2018_12_01,1,37228,13,7,5,6,2,8611.2,4994.5,NA,NA,21.557,92.484,Sebas,C18_032,NA,line2,24,11,0.545454545454545
0,approach,A18_684,TLCx(TLCxHC),N,2018_12_01,1,37231,22,7,5,6,2,8611.2,3788.9,NA,NA,21.557,92.484,Sebas,C18_032,NA,line2,24,14,0.5
0,sitting,A18_723,TLCx(TLCxHC),Y,2018_12_01,1,37242,13,7,5,6,2,8611.2,12400.1,NA,NA,21.557,92.484,Sebas,C18_032,NA,line2,24,11,0.545454545454545
0,sitting,A18_723,TLCx(TLCxHC),Y,2018_12_01,1,37312,13,7,5,6,2,8611.2,1980.6,NA,NA,21.557,92.484,Sebas,C18_032,NA,line2,24,11,0.545454545454545
1,approach,A18_680,(TLCxHC)xTLC,N,2018_12_01,1,38011,23,7,5,6,2,6200,10677.8,0.208315791657045,NA,21.819,92.01,Sebas,C18_030,NA,line2,24,12,0.5
1,sitting,A18_682,TLC,N,2018_12_01,1,38404,23,7,5,6,2,15844.5,13089,0.241059493009489,sunny_but_treeshade,22.274,88.089,Sebas,Stock(40),NA,NA,24,13,0.384615384615385
1,court_init,A18_682,TLC,N,2018_12_01,1,38423,23,7,5,6,2,16533.4,13089,0.239872755814544,sunny_but_treeshade,22.274,88.089,Sebas,Stock(40),NA,NA,24,13,0.384615384615385
1,sitting,A18_680,(TLCxHC)xTLC,N,2018_12_01,2,38582,23,7,5,2,1,9644.5,12400.1,0.365025911578472,NA,22.274,88.089,Sebas,C18_030,NA,line2,24,61,0.721311475409836
1,approach,A18_721,TLCx(TLCxHC),Y,2018_12_01,2,38757,14,7,5,2,1,8266.7,15844.5,0.420807004347369,NA,22.274,88.089,Sebas,C18_032,NA,line2,24,63,0.714285714285714
0,sitting,A18_703,TLC,N,2018_12_01,2,38826,18,7,5,2,1,14466.8,15844.5,0.353425581347134,sunny_but_treeshade,22.274,88.089,Sebas,Stock(30),NA,NA,24,56,0.785714285714286
0,approach,A18_687,TLCx(TLCxHC),N,2018_12_01,2,38828,21,7,5,2,1,13777.9,15844.5,0.352979134944312,NA,22.274,88.089,Sebas,C18_027,NA,line1,24,58,0.724137931034483
1,approach,A18_723,TLCx(TLCxHC),Y,2018_12_01,2,38996,13,7,5,2,1,18600.1,18600.1,0.401820416759307,NA,22.274,88.089,Sebas,C18_032,NA,line2,24,53,0.660377358490566
